time_sec;ribcage_x;ribcage_y;ribcage_z;ribcage_roll;ribcage_pitch;ribcage_yaw;head_x;head_y;head_z;head_roll;head_pitch;head_yaw;hand_right_x;hand_right_y;hand_right_z;hand_right_roll;hand_right_pitch;hand_right_yaw;hand_right_relative_x;hand_right_relative_y;hand_right_relative_z;hand_right_relative_roll;hand_right_relative_pitch;hand_right_relative_yaw;hand_right_relative_normalized_x;hand_right_relative_normalized_y;hand_right_relative_normalized_z;hand_right_relative_normalized_roll;hand_right_relative_normalized_pitch;hand_right_relative_normalized_yaw;elbow_right_x;elbow_right_y;elbow_right_z;elbow_right_relative_x;elbow_right_relative_y;elbow_right_relative_z;elbow_right_relative_normalized_x;elbow_right_relative_normalized_y;elbow_right_relative_normalized_z;
41.400681;-60.135147;101.913605;138.384186;0.726071;14.596435;60.205868;-61.781891;99.681229;163.746201;8.016568;74.047737;-7.794261;-85.44191;154.547028;162.587677;133.585632;-10.994234;-57.151993;32.826408;28.681322;5.362045;146.906372;-4.698521;-119.094246;0.572734;0.500413;0.093553;146.906357;-4.698521;-119.094231;-103.189644;133.35463;158.517288;5.469139;33.515537;8.341621;0.095422;0.584757;0.145539;
41.433731;-60.165005;101.863792;138.3638;0.036087;14.649471;59.635323;-61.583771;99.473595;163.725204;7.616969;73.571991;-8.591161;-84.748772;154.787323;161.594681;141.415085;-1.264876;-57.314274;32.723583;28.711391;3.884514;154.518051;5.31735;-116.478897;0.57094;0.500938;0.067774;154.518051;5.31735;-116.478859;-101.785805;133.406281;159.895554;6.113205;32.599945;9.086772;0.106659;0.568783;0.15854;
41.46751;-60.192635;101.8237;138.358795;-0.67181;14.574782;58.876049;-61.358696;99.319992;163.722122;7.275202;73.139153;-9.276825;-84.280151;154.880646;160.514023;146.307648;12.560116;-54.498367;32.345798;28.950207;2.473987;160.120361;18.566025;-109.732544;0.564349;0.505104;0.043165;160.120361;18.566025;-109.732544;-100.344955;133.705933;160.226883;6.693681;31.832016;8.813767;0.116787;0.555384;0.153777;
41.501167;-60.171284;101.757568;138.344284;-1.25382;14.463485;58.225323;-61.121243;99.17511;163.708725;6.649813;72.645592;-10.267333;-83.791443;154.962006;159.22464;153.173325;24.203402;-51.261425;31.969883;29.072842;0.941323;168.359131;29.451029;-102.753166;0.55779;0.507244;0.016424;168.359116;29.451023;-102.753181;-99.126183;134.249817;159.723053;7.225413;31.353088;7.790328;0.126064;0.547028;0.135921;
46.381336;-58.011246;101.364304;138.106552;-9.610598;7.296445;68.610939;-53.892838;100.324883;163.263763;50.854797;70.469948;41.44561;-108.541611;103.352234;118.397751;-178.590134;48.385513;7.748263;-11.796125;28.402752;-35.187771;-160.568604;51.954426;-47.583744;-0.205811;0.495553;-0.613933;-160.568619;51.954418;-47.583721;-104.008904;90.356789;144.539307;-18.838779;24.119091;-6.817733;-0.328687;0.420814;-0.118951;
46.415077;-58.220028;101.593292;138.083511;-9.392482;7.299136;68.131264;-54.199604;100.551773;163.25647;54.313953;70.552689;42.314648;-107.590134;101.011246;116.783478;-179.447433;53.107754;17.105726;-14.073589;26.385983;-35.973698;-159.423813;54.241272;-35.435223;-0.245547;0.460365;-0.627646;-159.423813;54.241268;-35.435223;-103.066406;89.367531;143.588562;-19.71492;22.493298;-7.206094;-0.343973;0.392448;-0.125727;
46.44923;-58.417709;101.807327;138.075333;-9.119962;7.301601;68.131615;-54.508553;100.806679;163.267471;57.577644;70.553192;43.391605;-106.596764;98.805717;115.486206;178.950089;58.788113;28.843948;-15.82564;24.52809;-36.502289;-159.224686;57.063931;-21.311836;-0.276116;0.42795;-0.636868;-159.224686;57.063904;-21.311817;-101.15081;88.542503;142.135315;-19.874157;20.10412;-8.055759;-0.346751;0.350764;-0.140552;
53.676041;-56.868603;102.724937;138.314346;-0.827414;17.727892;103.803368;-55.527683;98.794685;163.487381;31.780678;68.959816;54.391087;-111.202827;84.413124;173.99472;105.800972;-31.877645;-28.636213;9.64241;39.415634;21.95731;118.911644;-18.630125;-138.219696;0.168235;0.687698;0.383097;118.911621;-18.630119;-138.219666;-97.005104;71.551811;154.321838;-11.471289;28.496853;8.209461;-0.200144;0.497195;0.143233;
53.709663;-56.771889;102.734123;138.31662;-0.91294;17.585264;103.472458;-55.431694;98.866081;163.499329;32.416382;69.29351;54.768677;-111.520279;85.516663;172.981964;102.140579;-26.760202;-28.627405;9.976395;39.52121;20.77837;114.835579;-13.754983;-136.68103;0.174062;0.68954;0.362528;114.835556;-13.754983;-136.68103;-97.454346;72.114738;153.715881;-11.392347;28.751919;7.510237;-0.198766;0.501645;0.131034;
53.743149;-56.69434;102.737442;138.297729;-1.037685;17.749298;102.875755;-55.324936;98.797905;163.467789;32.896484;69.532005;55.067188;-111.660576;86.679398;172.091309;97.24955;-21.49321;-30.30678;10.286877;39.466919;19.69389;109.490685;-8.194096;-136.513;0.179479;0.688593;0.343606;109.490677;-8.194089;-136.512985;-98.123894;73.393921;152.950241;-10.756145;28.990799;6.519365;-0.187666;0.505813;0.113746;
61.249706;-55.62508;103.811691;138.305298;-5.886851;10.250979;92.218918;-53.00724;103.109932;163.674194;155.047485;87.265182;130.330887;-119.110909;90.527023;179.30809;2.104593;-21.100584;12.014828;1.525005;50.547264;22.533924;13.65726;-16.630486;-84.482338;0.026607;0.881916;0.393157;13.657281;-16.630486;-84.482346;-97.328995;79.860786;157.839783;-13.613497;27.35046;5.745755;-0.237519;0.477193;0.100248;
61.283287;-55.582119;103.762917;138.295044;-5.923278;10.208359;92.49514;-52.945808;103.09362;163.662903;156.918457;87.429207;132.754745;-118.364182;90.039742;179.578766;-18.066717;-25.496042;9.09144;1.411335;49.984264;22.842073;-6.566815;-20.311302;-88.426216;0.024624;0.872093;0.398534;-6.56682;-20.311295;-88.426216;-98.510483;82.349602;156.168839;-11.149435;28.367027;3.444797;-0.194528;0.494929;0.060103;
63.315948;-55.498852;103.723953;138.28183;-5.857058;10.4273;92.739052;-52.884045;102.967155;163.64946;154.602615;87.63073;130.974304;-117.766327;89.832001;179.686142;-39.395939;-30.877918;10.485036;1.623482;49.488213;23.033947;-27.066414;-25.858057;-88.67028;0.028325;0.863438;0.401881;-27.066395;-25.858049;-88.670265;-99.612457;84.179352;154.257523;-9.384935;29.286701;1.151443;-0.163742;0.510975;0.02009;
68.966927;-56.411919;105.02594;138.332794;1.837689;7.259692;46.013603;-56.642052;105.95298;163.828171;-44.908703;82.051308;-127.092079;-84.914017;161.915924;139.828415;62.003136;46.141327;-117.542549;20.755354;40.796158;-8.959774;68.264603;52.42408;-158.684616;0.362126;0.711785;-0.156324;68.264626;52.42408;-158.684631;-96.046852;137.741623;134.171982;-4.883155;32.100166;-11.676145;-0.085198;0.560063;-0.203718;
71.001076;-56.447514;105.012817;138.334641;1.682449;6.97852;45.288006;-56.529491;105.983322;163.829315;-44.603123;81.810112;-126.844887;-84.070801;161.957962;139.477814;45.505699;42.021698;-129.900589;20.665022;40.508198;-9.329486;48.937611;48.784737;-172.637604;0.36055;0.706761;-0.162775;48.937611;48.784744;-172.637604;-94.036743;138.007843;132.549911;-4.030343;30.860943;-13.571355;-0.070319;0.538442;-0.236784;
72.034187;-56.492615;104.993927;138.349045;1.546378;6.830318;44.982761;-56.480587;105.968925;163.843674;-43.268711;81.555374;-125.689438;-83.268837;161.952469;138.799545;30.910156;31.93853;-139.584641;20.789896;40.039566;-10.092689;32.193066;38.862617;176.26944;0.362729;0.698584;-0.176091;32.193081;38.862606;176.26944;-92.078583;138.051834;130.727798;-3.132456;29.507685;-15.642961;-0.054653;0.514831;-0.272928;
78.484612;-56.000008;102.774208;138.226807;-1.6733;6.164327;47.52462;-54.785046;103.009804;163.710037;92.568077;82.158394;4.314201;-106.212799;146.140167;135.351852;69.087814;49.605595;-79.563591;2.848755;48.966175;-14.764698;75.810501;54.480381;-121.870567;0.049703;0.85433;-0.257605;75.810463;54.480354;-121.870567;-102.442772;119.867233;145.131744;-12.836027;28.789574;-2.639563;-0.223955;0.502302;-0.046053;
79.517685;-56.189316;102.891068;138.232925;-1.383693;5.922299;47.63792;-54.996758;103.294289;163.715118;93.435974;81.831619;5.296213;-106.050827;144.7612;132.030472;57.506618;46.914875;-83.523201;1.942044;47.771454;-17.529396;63.228848;51.722839;-126.887939;0.033884;0.833485;-0.305842;63.228859;51.722839;-126.887917;-102.854614;118.557022;143.269562;-14.015125;28.071707;-4.095088;-0.244527;0.489777;-0.071448;
79.551277;-56.380253;103.013054;138.23613;-1.197917;5.936343;47.539093;-55.251747;103.464638;163.720428;93.752991;81.541992;5.860582;-105.616768;143.476776;128.90976;44.046108;43.308926;-84.909325;1.048169;46.406033;-20.281067;49.387417;48.08287;-128.683411;0.018288;0.809662;-0.353851;49.387432;48.082878;-128.683395;-102.713783;117.43869;141.114456;-14.846605;26.981815;-5.948595;-0.259034;0.470761;-0.103787;
81.795158;-54.219818;103.863441;138.051193;5.913296;10.571295;48.535645;-56.793591;104.877708;163.414032;29.72698;80.293381;7.908192;-65.380165;161.141418;118.898293;-57.805321;41.029449;-97.927383;28.422859;29.444937;-29.185257;-42.348087;45.534946;-135.275803;0.495904;0.513736;-0.509205;-42.34811;45.534946;-135.275818;-73.754417;131.313858;115.524864;0.380596;15.855977;-28.781334;0.00664;0.276645;-0.502158;
82.828125;-54.304031;103.792183;138.059326;6.35458;9.896862;48.033138;-56.810471;105.182892;163.411057;30.361805;80.350822;7.989512;-61.393707;161.290131;119.587952;-61.990028;38.713306;-102.990105;30.447554;27.012669;-28.41441;-47.680389;43.400566;-141.038147;0.531229;0.471299;-0.495756;-47.680367;43.400566;-141.038162;-72.512421;132.58139;115.805801;1.444838;16.014273;-28.410839;0.025209;0.279407;-0.495694;
83.86161;-54.3936;103.769356;138.084869;6.783885;9.186959;47.330593;-56.805672;105.551567;163.421249;30.91522;80.513916;7.855315;-57.497082;160.921204;120.262474;-66.02179;34.408188;-110.652367;32.06596;24.476791;-27.597368;-53.339077;39.691734;-149.767792;0.559466;0.427055;-0.481501;-53.339077;39.691723;-149.767761;-71.781525;133.780914;115.60688;2.065683;16.62422;-28.394644;0.036041;0.290049;-0.495411;
91.630379;-52.740475;105.832794;138.234818;-3.008086;6.896975;70.419685;-51.267616;106.021255;163.704834;38.430168;74.816048;11.753441;-117.638565;127.285782;166.915894;75.875366;-12.113114;-39.535973;6.299904;52.045513;12.831578;81.355255;-6.880152;-111.042709;0.109917;0.908056;0.223877;81.35524;-6.880152;-111.042686;-101.473831;105.042549;156.767426;-10.346025;28.961697;5.824336;-0.180511;0.505305;0.101619;
91.664276;-52.761387;105.776756;138.218674;-2.469092;7.044178;70.559113;-51.534885;105.984688;163.701599;37.372326;75.386368;11.378263;-117.529762;128.146149;164.808044;61.155617;-14.906436;-40.2771;7.09132;51.869186;11.39316;66.936356;-10.022844;-112.238045;0.123725;0.90498;0.19878;66.936363;-10.022844;-112.238029;-101.724289;106.646622;153.967331;-9.137947;29.445374;3.434043;-0.159433;0.513744;0.059915;
91.697495;-52.778328;105.686165;138.220261;-1.934785;7.121189;70.856491;-51.78672;105.944183;163.712936;36.076935;76.228523;11.241525;-117.018944;129.468018;162.953064;45.019238;-16.844345;-39.80122;8.422981;51.375107;10.122437;51.133957;-12.433348;-112.325974;0.146959;0.89636;0.17661;51.133976;-12.433348;-112.325958;-102.019852;107.887108;151.40976;-8.357462;29.818453;1.308584;-0.145816;0.520253;0.022831;
92.937355;-55.90694;105.150986;138.491989;-0.197056;3.84192;32.751621;-54.156708;106.173607;163.924606;52.007889;78.299751;-19.545643;-38.071823;139.186615;125.968971;26.202009;31.137438;-156.365753;28.915525;-0.275457;-23.544161;25.223064;34.89587;170.342331;0.504499;-0.004806;-0.410783;25.223042;34.895863;170.342331;-64.323326;141.592133;121.544106;7.888973;15.939159;-26.622742;0.137642;0.278096;-0.464496;
92.970993;-55.902039;105.164139;138.51651;-0.229647;3.373219;32.100471;-53.956432;106.265205;163.931641;54.526676;78.191536;-17.143614;-37.586327;138.353851;125.548645;26.434238;32.374809;-157.155289;28.82115;-0.88656;-23.716646;25.48781;35.663631;170.207779;0.502853;-0.015468;-0.413793;25.487791;35.663631;170.207764;-63.80772;141.21283;121.235298;7.909873;15.457008;-26.870457;0.138006;0.269684;-0.468818;
